track_id,genre,filepath,track_title,artist_name,album_title,duration_seconds,date_created,best_d,best_p,best_q,best_aic
11419,Classical,data/fma_small/011/011419.mp3,"Sonata No. 07 in D Major, Op. 10 No. 3 - IV. Rondo Allegro",Daniel Veesey,Beethoven's Sonata No. 7 in D Major,250,2009-04-23 11:11:15,1,4,5,-10688.297931399025
143137,Classical,data/fma_small/143/143137.mp3,Mars Landscape: Moon Set,Julie Maxwell's Piano Music,Farther Than All The Stars,99,2016-09-14 19:15:32,0,3,4,-12415.235500522092
37978,Classical,data/fma_small/037/037978.mp3,"De Falla, Ritual Fire Dance",Illinois Brass Band,Music to Summon the Spirits,209,2010-10-26 16:03:35,0,4,5,-11984.62373139528
58877,Classical,data/fma_small/058/058877.mp3,"BWV 552,1: Prelude in E-Flat Major",James Kibbie,Bach Organ Works: Clavierübung III,567,2012-01-11 17:12:47,0,4,5,-11953.254600548884
107514,Classical,data/fma_small/107/107514.mp3,Re,Lovira,Experiments,297,2014-07-23 06:09:39,0,1,4,-12077.159531641542
31236,Classical,data/fma_small/031/031236.mp3,"Bach, French Suite 4, BWV 815, 4 Gavotte",Felipe Sarro,Bach: Original works and transcriptions,103,2010-06-10 18:07:14,0,5,5,-11409.930740161873
75917,Classical,data/fma_small/075/075917.mp3,Daikaiju RA-BI-TO,Jan Morgenstern,Big Buck Bunny,80,2013-01-11 17:32:30,0,3,4,-12307.020606761636
143143,Classical,data/fma_small/143/143143.mp3,fallen skies,Julie Maxwell's Piano Music,Farther Than All The Stars,83,2016-09-14 19:15:40,0,3,3,-10368.14430533448
11752,Classical,data/fma_small/011/011752.mp3,"Sonata in G Minor, ""Didone Abbandonata"" op.50 no.3 - II. Adagio dolente",Nathan Eckel,Muzio Clementi's Sonata in G Minor-Didone Abbandonata,315,2009-04-30 11:31:20,1,4,5,-11463.052307926191
149707,Classical,data/fma_small/149/149707.mp3,Camille Saint Saens - Carnaval des animaux - IV Tortues,Aitua,Carnaval des Animaux,98,2017-01-20 18:14:16,0,2,3,-8250.74590034773
91156,Classical,data/fma_small/091/091156.mp3,LOOK FOR THAT SILVER LINING/Jerome Kern,Jody Pou,Made in Blue outtakes unmastered,218,2013-09-23 09:07:52,0,3,4,-7542.377461620063
47771,Classical,data/fma_small/047/047771.mp3,Opening,Larry Polansky,Opening from Lonesome Road (Crawford Variations),95,2011-05-13 08:39:41,1,5,4,-13214.500695824761
41951,Classical,data/fma_small/041/041951.mp3,Cantate Domino (Johann Crüger),Les Petits Chanteurs de Montigny,Compilation classique,103,2011-01-07 14:15:37,0,2,4,-10749.220159809465
11397,Classical,data/fma_small/011/011397.mp3,"Sonata No. 05 in C Minor, Op. 10 No. 1 - II. Adagio molto",Daniel Veesey,Beethoven's Sonata No. 5 in C Minor,514,2009-04-23 10:30:42,0,5,5,-10980.833101917067
79902,Classical,data/fma_small/079/079902.mp3,"Ravel - Miroirs, III:  Une Barque Sur L'Océan",Felipe Sarro,Ravel,429,2013-03-06 22:00:26,1,1,4,-11216.952949361035
65669,Classical,data/fma_small/065/065669.mp3,Variatio 13 a 2 Clav.,Kimiko Ishizaka,The Open Goldberg Variations,254,2012-05-29 17:07:13,1,1,4,-11391.70821343932
65662,Classical,data/fma_small/065/065662.mp3,Variatio 20 a 2 Clav.,Kimiko Ishizaka,The Open Goldberg Variations,125,2012-05-29 17:07:08,0,3,4,-9643.604498642733
65664,Classical,data/fma_small/065/065664.mp3,Variatio 18 a 1 Clav. Canone alla Sexta,Kimiko Ishizaka,The Open Goldberg Variations,109,2012-05-29 17:07:09,0,3,5,-11666.202068091145
75897,Classical,data/fma_small/075/075897.mp3,Chasing Shadows,Jan Morgenstern,The Secret Number,78,2013-01-11 16:55:38,0,5,5,-10160.569335561713
16985,Classical,data/fma_small/016/016985.mp3,"Debussy, Cloches a Travers les Feuilles",Irén Marik,Bartók in the Desert,241,2009-07-20 12:10:13,0,3,4,-12071.73993173406
65653,Classical,data/fma_small/065/065653.mp3,Variatio 29 a 1 ovvero 2 Clav.,Kimiko Ishizaka,The Open Goldberg Variations,129,2012-05-29 17:07:01,0,4,5,-10359.212014829664
36461,Classical,data/fma_small/036/036461.mp3,Gloria in Excelsis Deo,The Tudor Consort,Giovanni Animuccia: Missa Victimae Paschali Laudes,362,2010-09-29 02:26:32,0,3,4,-11353.9335309929
149708,Classical,data/fma_small/149/149708.mp3,Camille Saint Saens - Carnaval des animaux - VII Aquarium,Aitua,Carnaval des Animaux,138,2017-01-20 18:14:16,0,3,5,-9335.670847804735
12922,Classical,data/fma_small/012/012922.mp3,Elegy upon the death of Thomas Farmer (H. Purcell),Jody Pou,Baroque Song Recital,268,2009-05-14 18:34:58,0,3,3,-11178.749043930402
148643,Classical,data/fma_small/148/148643.mp3,Quadruplex i,Gavin Gamboa,Modus Futurus Posterus Machina,418,2016-12-31 09:08:26,1,1,4,-10004.984473912435
23152,Classical,data/fma_small/023/023152.mp3,Boum,Lee Maddeford,The Jugglers Suite,177,2010-01-08 14:31:12,1,3,4,-8114.487938275599
37977,Classical,data/fma_small/037/037977.mp3,"Holst, Uranus",Illinois Brass Band,Music to Summon the Spirits,325,2010-10-26 16:03:34,1,2,4,-10403.654177402566
145566,Classical,data/fma_small/145/145566.mp3,Galaxies Apart,Julie Maxwell's Piano Music,Lover's Quest,151,2016-10-31 11:03:55,0,5,5,-11882.291996819327
23141,Classical,data/fma_small/023/023141.mp3,The black hole,Lee Maddeford,An Astral Fable,241,2010-01-08 13:05:18,0,4,3,-8926.495709978115
120923,Classical,data/fma_small/120/120923.mp3,"The Pearl Fishers, Pearl Fishers' Duet (Bizet)",MIT Symphony Orchestra,An Opera Evening,345,2015-06-06 11:35:10,0,4,5,-13849.712929943673
75914,Classical,data/fma_small/075/075914.mp3,All Ears,Jan Morgenstern,Big Buck Bunny,90,2013-01-11 17:32:28,1,3,3,-10725.692577708534
140946,Classical,data/fma_small/140/140946.mp3,Juncture,Dexter Britain,Creative Commons Vol. 7,216,2016-08-03 06:29:06,1,3,5,-11550.759436512657
11418,Classical,data/fma_small/011/011418.mp3,"Sonata No. 07 in D Major, Op. 10 No. 3 - III. Menuetto Allegro",Daniel Veesey,Beethoven's Sonata No. 7 in D Major,180,2009-04-23 11:11:13,0,3,4,-9635.668415940941
27946,Classical,data/fma_small/027/027946.mp3,(g) There's Trouble In Paradise,Cooper-Moore,A Retrospective 1990-2010 (set 1),149,2010-04-06 11:18:30,0,2,4,-11115.692201756166
107511,Classical,data/fma_small/107/107511.mp3,De sal de linguagem feita,Lovira,Experiments,119,2014-07-23 06:09:37,0,3,3,-10066.883682136762
41954,Classical,data/fma_small/041/041954.mp3,Nocturnes (W.A. Mozart),Les Petits Chanteurs de Montigny,Compilation classique,150,2011-01-07 14:15:39,0,2,4,-10429.711064939209
125202,Classical,data/fma_small/125/125202.mp3,Remedy for Melancholy,Kai Engel,Idea,123,2015-09-19 10:55:58,0,3,5,-12086.481738303413
59044,Classical,data/fma_small/059/059044.mp3,"BWV 1105: Jesu, meine Freude",James Kibbie,Bach Organ Works: Neumeister Chorales,99,2012-01-12 12:23:37,0,1,4,-11614.982817630458
58157,Classical,data/fma_small/058/058157.mp3,be'afar ha'mechakeh be'dumiyah,Ophir Ilzetzki,Ophir Ilzetzki - Unpublished Few (2003 - 2008),347,2011-12-29 21:15:07,0,5,3,-15105.852745311311
120913,Classical,data/fma_small/120/120913.mp3,"The Merry Wives of Windsor, Overture (Nicolai)",MIT Symphony Orchestra,An Opera Evening,503,2015-06-06 11:35:01,1,4,4,-10715.803789902307
75716,Classical,data/fma_small/075/075716.mp3,Gnossienne 3,Chad Crouch,Vol 4: Satie: Rearranged Furniture Music,146,2013-01-10 13:08:00,0,2,3,-8937.595859857343
75704,Classical,data/fma_small/075/075704.mp3,Gymnopedie 1,Chad Crouch,Vol 4: Satie: Rearranged Furniture Music,272,2013-01-10 13:03:43,0,5,4,-8730.233811081358
34313,Classical,data/fma_small/034/034313.mp3,William Byrd - Civitas Sancti Tui,The Tudor Consort,Live in Concert,290,2010-08-19 18:31:08,1,1,4,-12475.507239433891
19332,Classical,data/fma_small/019/019332.mp3,"Lontana, dolcemente sospesa",Fabrizio Paterlini,Viandanze (EP),218,2009-10-01 05:56:31,0,3,4,-12618.485248252826
48403,Classical,data/fma_small/048/048403.mp3,Stetit puella,MIT Concert Choir,Orff: Carmina Burana,129,2011-06-03 15:01:54,0,3,5,-14786.744350873429
